Frequency(Hz),Value Type:,RLGC1[1 1] - (Line_1_2:Line_1_2)
1.69e+10,Conductance,0.00373115
1.69e+10,Capacitance,1.91695e-12
1.7e+10,Resistance,5.51209
1.7e+10,Inductance,1.08687e-08
1.7e+10,Conductance,0.00375219
1.7e+10,Capacitance,1.91695e-12
1.71e+10,Resistance,5.52756
1.71e+10,Inductance,1.08686e-08
1.71e+10,Conductance,0.00377345
1.71e+10,Capacitance,1.91695e-12
1.72e+10,Resistance,5.54413
1.72e+10,Inductance,1.08685e-08
1.72e+10,Conductance,0.00379448
1.72e+10,Capacitance,1.91695e-12
1.73e+10,Resistance,5.55742
1.73e+10,Inductance,1.08684e-08
1.73e+10,Conductance,0.00381612
1.73e+10,Capacitance,1.91695e-12
1.74e+10,Resistance,5.57639
1.74e+10,Inductance,1.08683e-08
1.74e+10,Conductance,0.00383671
1.74e+10,Capacitance,1.91695e-12
1.75e+10,Resistance,5.58996
1.75e+10,Inductance,1.08682e-08
1.75e+10,Conductance,0.00385827
1.75e+10,Capacitance,1.91694e-12
1.76e+10,Resistance,5.60827
1.76e+10,Inductance,1.08681e-08
1.76e+10,Conductance,0.003879
1.76e+10,Capacitance,1.91695e-12
1.77e+10,Resistance,5.62265
1.77e+10,Inductance,1.0868e-08
1.77e+10,Conductance,0.00390036
1.77e+10,Capacitance,1.91695e-12
1.78e+10,Resistance,5.6397
1.78e+10,Inductance,1.08679e-08
1.78e+10,Conductance,0.00392127
1.78e+10,Capacitance,1.91695e-12
1.79e+10,Resistance,5.65583
1.79e+10,Inductance,1.08678e-08
1.79e+10,Conductance,0.00394233
1.79e+10,Capacitance,1.91695e-12
1.8e+10,Resistance,5.67135
1.8e+10,Inductance,1.08677e-08
1.8e+10,Conductance,0.00396347
1.8e+10,Capacitance,1.91695e-12
1.81e+10,Resistance,5.68664
1.81e+10,Inductance,1.08676e-08
1.81e+10,Conductance,0.00398465
1.81e+10,Capacitance,1.91695e-12
1.82e+10,Resistance,5.70246
1.82e+10,Inductance,1.08675e-08
1.82e+10,Conductance,0.00400573
1.82e+10,Capacitance,1.91695e-12
1.83e+10,Resistance,5.71812
1.83e+10,Inductance,1.08674e-08
1.83e+10,Conductance,0.00402681
1.83e+10,Capacitance,1.91695e-12
1.84e+10,Resistance,5.73394
1.84e+10,Inductance,1.08674e-08
1.84e+10,Conductance,0.00404788
1.84e+10,Capacitance,1.91695e-12
1.85e+10,Resistance,5.74928
1.85e+10,Inductance,1.08673e-08
1.85e+10,Conductance,0.00406901
1.85e+10,Capacitance,1.91695e-12
1.86e+10,Resistance,5.76456
1.86e+10,Inductance,1.08672e-08
1.86e+10,Conductance,0.00409014
1.86e+10,Capacitance,1.91695e-12
1.87e+10,Resistance,5.77973
1.87e+10,Inductance,1.08671e-08
1.87e+10,Conductance,0.00411131
1.87e+10,Capacitance,1.91695e-12
1.88e+10,Resistance,5.79642
1.88e+10,Inductance,1.0867e-08
1.88e+10,Conductance,0.00413216
1.88e+10,Capacitance,1.91695e-12
1.89e+10,Resistance,5.81203
1.89e+10,Inductance,1.08669e-08
1.89e+10,Conductance,0.00415323
1.89e+10,Capacitance,1.91695e-12
1.9e+10,Resistance,5.82721
1.9e+10,Inductance,1.08668e-08
1.9e+10,Conductance,0.00417431
1.9e+10,Capacitance,1.91695e-12
1.91e+10,Resistance,5.8421
1.91e+10,Inductance,1.08667e-08
1.91e+10,Conductance,0.00419547
1.91e+10,Capacitance,1.91695e-12
1.92e+10,Resistance,5.85765
1.92e+10,Inductance,1.08666e-08
1.92e+10,Conductance,0.00421649
1.92e+10,Capacitance,1.91695e-12
1.93e+10,Resistance,5.87319
1.93e+10,Inductance,1.08666e-08
1.93e+10,Conductance,0.00423754
1.93e+10,Capacitance,1.91695e-12
1.94e+10,Resistance,5.88744
1.94e+10,Inductance,1.08665e-08
1.94e+10,Conductance,0.00425875
1.94e+10,Capacitance,1.91695e-12
1.95e+10,Resistance,5.90279
1.95e+10,Inductance,1.08664e-08
1.95e+10,Conductance,0.00427977
1.95e+10,Capacitance,1.91695e-12
1.96e+10,Resistance,5.91774
1.96e+10,Inductance,1.08663e-08
1.96e+10,Conductance,0.00430089
1.96e+10,Capacitance,1.91695e-12
1.97e+10,Resistance,5.93304
1.97e+10,Inductance,1.08662e-08
1.97e+10,Conductance,0.00432191
1.97e+10,Capacitance,1.91695e-12
1.98e+10,Resistance,5.94865
1.98e+10,Inductance,1.08662e-08
1.98e+10,Conductance,0.00434289
1.98e+10,Capacitance,1.91695e-12
1.99e+10,Resistance,5.96419
1.99e+10,Inductance,1.08661e-08
1.99e+10,Conductance,0.00436386
1.99e+10,Capacitance,1.91695e-12
2e+10,Resistance,5.97871
2e+10,Inductance,1.0866e-08
2e+10,Conductance,0.00438498
2e+10,Capacitance,1.91695e-12
2.01e+10,Resistance,5.99187
2.01e+10,Inductance,1.08659e-08
2.01e+10,Conductance,0.00440634
2.01e+10,Capacitance,1.91695e-12
2.02e+10,Resistance,6.00958
2.02e+10,Inductance,1.08658e-08
2.02e+10,Conductance,0.00442691
2.02e+10,Capacitance,1.91695e-12
2.03e+10,Resistance,6.0222
2.03e+10,Inductance,1.08658e-08
2.03e+10,Conductance,0.00444834
2.03e+10,Capacitance,1.91695e-12
2.04e+10,Resistance,6.03694
2.04e+10,Inductance,1.08657e-08
2.04e+10,Conductance,0.00446942
2.04e+10,Capacitance,1.91695e-12
2.05e+10,Resistance,6.05328
2.05e+10,Inductance,1.08656e-08
2.05e+10,Conductance,0.00449019
2.05e+10,Capacitance,1.91695e-12
2.06e+10,Resistance,6.06876
2.06e+10,Inductance,1.08655e-08
2.06e+10,Conductance,0.00451111
2.06e+10,Capacitance,1.91695e-12
2.07e+10,Resistance,6.08033
2.07e+10,Inductance,1.08654e-08
2.07e+10,Conductance,0.00453272
2.07e+10,Capacitance,1.91695e-12
2.08e+10,Resistance,6.09579
2.08e+10,Inductance,1.08653e-08
2.08e+10,Conductance,0.00455361
2.08e+10,Capacitance,1.91696e-12
2.09e+10,Resistance,6.11051
2.09e+10,Inductance,1.08653e-08
2.09e+10,Conductance,0.00457461
2.09e+10,Capacitance,1.91695e-12
2.1e+10,Resistance,6.12639
2.1e+10,Inductance,1.08652e-08
2.1e+10,Conductance,0.00459545
2.1e+10,Capacitance,1.91695e-12
2.11e+10,Resistance,6.14122
2.11e+10,Inductance,1.08652e-08
2.11e+10,Conductance,0.00461643
2.11e+10,Capacitance,1.91695e-12
2.12e+10,Resistance,6.15708
2.12e+10,Inductance,1.08651e-08
2.12e+10,Conductance,0.0046372
2.12e+10,Capacitance,1.91695e-12
2.13e+10,Resistance,6.16798
2.13e+10,Inductance,1.0865e-08
2.13e+10,Conductance,0.0046589
2.13e+10,Capacitance,1.91695e-12
2.14e+10,Resistance,6.18403
2.14e+10,Inductance,1.08649e-08
2.14e+10,Conductance,0.00467963
2.14e+10,Capacitance,1.91695e-12
2.15e+10,Resistance,6.19859
2.15e+10,Inductance,1.08649e-08
2.15e+10,Conductance,0.00470065
2.15e+10,Capacitance,1.91695e-12
2.16e+10,Resistance,6.21096
2.16e+10,Inductance,1.08648e-08
2.16e+10,Conductance,0.00472203
2.16e+10,Capacitance,1.91695e-12
2.17e+10,Resistance,6.22718
2.17e+10,Inductance,1.08647e-08
2.17e+10,Conductance,0.00474272
2.17e+10,Capacitance,1.91695e-12
2.18e+10,Resistance,6.24236
2.18e+10,Inductance,1.08646e-08
2.18e+10,Conductance,0.00476359
2.18e+10,Capacitance,1.91695e-12
2.19e+10,Resistance,6.25701
2.19e+10,Inductance,1.08646e-08
2.19e+10,Conductance,0.00478454
2.19e+10,Capacitance,1.91695e-12
2.2e+10,Resistance,6.27072
2.2e+10,Inductance,1.08645e-08
2.2e+10,Conductance,0.00480566
2.2e+10,Capacitance,1.91695e-12
2.21e+10,Resistance,6.28436
2.21e+10,Inductance,1.08644e-08
2.21e+10,Conductance,0.00482677
2.21e+10,Capacitance,1.91695e-12
2.22e+10,Resistance,6.29945
2.22e+10,Inductance,1.08644e-08
2.22e+10,Conductance,0.00484765
2.22e+10,Capacitance,1.91695e-12
2.23e+10,Resistance,6.31185
2.23e+10,Inductance,1.08643e-08
2.23e+10,Conductance,0.00486896
2.23e+10,Capacitance,1.91695e-12
2.24e+10,Resistance,6.32711
2.24e+10,Inductance,1.08642e-08
2.24e+10,Conductance,0.00488976
2.24e+10,Capacitance,1.91695e-12
2.25e+10,Resistance,6.34184
2.25e+10,Inductance,1.08642e-08
2.25e+10,Conductance,0.00491065
2.25e+10,Capacitance,1.91695e-12
2.26e+10,Resistance,6.35512
2.26e+10,Inductance,1.08641e-08
2.26e+10,Conductance,0.00493182
2.26e+10,Capacitance,1.91695e-12
2.27e+10,Resistance,6.36962
2.27e+10,Inductance,1.0864e-08
2.27e+10,Conductance,0.00495274
2.27e+10,Capacitance,1.91695e-12
2.28e+10,Resistance,6.3825
2.28e+10,Inductance,1.0864e-08
2.28e+10,Conductance,0.00497394
2.28e+10,Capacitance,1.91695e-12
2.29e+10,Resistance,6.39648
2.29e+10,Inductance,1.08639e-08
2.29e+10,Conductance,0.00499494
2.29e+10,Capacitance,1.91695e-12
2.3e+10,Resistance,6.41049
2.3e+10,Inductance,1.08638e-08
2.3e+10,Conductance,0.0050159
2.3e+10,Capacitance,1.91695e-12
2.31e+10,Resistance,6.42508
2.31e+10,Inductance,1.08638e-08
2.31e+10,Conductance,0.0050368
2.31e+10,Capacitance,1.91695e-12
2.32e+10,Resistance,6.43768
2.32e+10,Inductance,1.08637e-08
2.32e+10,Conductance,0.00505802
2.32e+10,Capacitance,1.91695e-12
2.33e+10,Resistance,6.45395
2.33e+10,Inductance,1.08636e-08
2.33e+10,Conductance,0.00507859
2.33e+10,Capacitance,1.91695e-12
2.34e+10,Resistance,6.46502
2.34e+10,Inductance,1.08636e-08
2.34e+10,Conductance,0.00510005
2.34e+10,Capacitance,1.91695e-12
2.35e+10,Resistance,6.47951
2.35e+10,Inductance,1.08635e-08
2.35e+10,Conductance,0.00512093
2.35e+10,Capacitance,1.91695e-12
2.36e+10,Resistance,6.49503
2.36e+10,Inductance,1.08634e-08
2.36e+10,Conductance,0.0051416
2.36e+10,Capacitance,1.91695e-12
2.37e+10,Resistance,6.50967
2.37e+10,Inductance,1.08634e-08
2.37e+10,Conductance,0.00516245
2.37e+10,Capacitance,1.91695e-12
2.38e+10,Resistance,6.51911
2.38e+10,Inductance,1.08633e-08
2.38e+10,Conductance,0.00518418
2.38e+10,Capacitance,1.91695e-12
2.39e+10,Resistance,6.53474
2.39e+10,Inductance,1.08633e-08
2.39e+10,Conductance,0.0052048
2.39e+10,Capacitance,1.91695e-12
2.4e+10,Resistance,6.54756
2.4e+10,Inductance,1.08632e-08
2.4e+10,Conductance,0.00522593
2.4e+10,Capacitance,1.91695e-12
2.41e+10,Resistance,6.56323
2.41e+10,Inductance,1.08632e-08
2.41e+10,Conductance,0.00524655
2.41e+10,Capacitance,1.91695e-12
2.42e+10,Resistance,6.5789
2.42e+10,Inductance,1.08631e-08
2.42e+10,Conductance,0.00526718
2.42e+10,Capacitance,1.91695e-12
2.43e+10,Resistance,6.59407
2.43e+10,Inductance,1.0863e-08
2.43e+10,Conductance,0.00528787
2.43e+10,Capacitance,1.91696e-12
2.44e+10,Resistance,6.60462
2.44e+10,Inductance,1.0863e-08
2.44e+10,Conductance,0.00530938
2.44e+10,Capacitance,1.91695e-12
2.45e+10,Resistance,6.62001
2.45e+10,Inductance,1.08629e-08
2.45e+10,Conductance,0.00533
2.45e+10,Capacitance,1.91695e-12
2.46e+10,Resistance,6.62892
2.46e+10,Inductance,1.08628e-08
2.46e+10,Conductance,0.00535178
2.46e+10,Capacitance,1.91695e-12
2.47e+10,Resistance,6.64273
2.47e+10,Inductance,1.08628e-08
2.47e+10,Conductance,0.00537272
2.47e+10,Capacitance,1.91695e-12
2.48e+10,Resistance,6.65829
2.48e+10,Inductance,1.08627e-08
2.48e+10,Conductance,0.00539328
2.48e+10,Capacitance,1.91695e-12
2.49e+10,Resistance,6.67118
2.49e+10,Inductance,1.08627e-08
2.49e+10,Conductance,0.00541435
2.49e+10,Capacitance,1.91695e-12
2.5e+10,Resistance,6.68608
2.5e+10,Inductance,1.08626e-08
2.5e+10,Conductance,0.00543502
2.5e+10,Capacitance,1.91695e-12
2.51e+10,Resistance,6.69811
2.51e+10,Inductance,1.08626e-08
2.51e+10,Conductance,0.00545621
2.51e+10,Capacitance,1.91695e-12
2.52e+10,Resistance,6.71143
2.52e+10,Inductance,1.08625e-08
2.52e+10,Conductance,0.00547718
2.52e+10,Capacitance,1.91695e-12
2.53e+10,Resistance,6.72314
2.53e+10,Inductance,1.08625e-08
2.53e+10,Conductance,0.00549842
2.53e+10,Capacitance,1.91695e-12
2.54e+10,Resistance,6.73856
2.54e+10,Inductance,1.08624e-08
2.54e+10,Conductance,0.005519
2.54e+10,Capacitance,1.91695e-12
2.55e+10,Resistance,6.74907
2.55e+10,Inductance,1.08623e-08
2.55e+10,Conductance,0.00554047
2.55e+10,Capacitance,1.91695e-12
2.56e+10,Resistance,6.76233
2.56e+10,Inductance,1.08623e-08
2.56e+10,Conductance,0.0055614
2.56e+10,Capacitance,1.91695e-12
2.57e+10,Resistance,6.77634
2.57e+10,Inductance,1.08622e-08
2.57e+10,Conductance,0.00558221
2.57e+10,Capacitance,1.91695e-12
2.58e+10,Resistance,6.79048
2.58e+10,Inductance,1.08622e-08
2.58e+10,Conductance,0.005603
2.58e+10,Capacitance,1.91695e-12
2.59e+10,Resistance,6.80416
2.59e+10,Inductance,1.08621e-08
2.59e+10,Conductance,0.00562384
2.59e+10,Capacitance,1.91695e-12
2.6e+10,Resistance,6.81734
2.6e+10,Inductance,1.08621e-08
2.6e+10,Conductance,0.00564479
2.6e+10,Capacitance,1.91695e-12
2.61e+10,Resistance,6.8297
2.61e+10,Inductance,1.0862e-08
2.61e+10,Conductance,0.00566583
2.61e+10,Capacitance,1.91695e-12
2.62e+10,Resistance,6.84342
2.62e+10,Inductance,1.0862e-08
2.62e+10,Conductance,0.00568668
2.62e+10,Capacitance,1.91695e-12
2.63e+10,Resistance,6.85587
2.63e+10,Inductance,1.08619e-08
2.63e+10,Conductance,0.00570775
2.63e+10,Capacitance,1.91695e-12
2.64e+10,Resistance,6.86961
2.64e+10,Inductance,1.08619e-08
2.64e+10,Conductance,0.00572853
2.64e+10,Capacitance,1.91695e-12
2.65e+10,Resistance,6.88072
2.65e+10,Inductance,1.08618e-08
2.65e+10,Conductance,0.00574983
2.65e+10,Capacitance,1.91695e-12
2.66e+10,Resistance,6.89552
2.66e+10,Inductance,1.08618e-08
2.66e+10,Conductance,0.00577043
2.66e+10,Capacitance,1.91695e-12
2.67e+10,Resistance,6.90803
2.67e+10,Inductance,1.08617e-08
2.67e+10,Conductance,0.00579142
2.67e+10,Capacitance,1.91695e-12
2.68e+10,Resistance,6.91952
2.68e+10,Inductance,1.08616e-08
2.68e+10,Conductance,0.00581264
2.68e+10,Capacitance,1.91695e-12
2.69e+10,Resistance,6.93319
2.69e+10,Inductance,1.08616e-08
2.69e+10,Conductance,0.00583345
2.69e+10,Capacitance,1.91695e-12
2.7e+10,Resistance,6.94774
2.7e+10,Inductance,1.08615e-08
2.7e+10,Conductance,0.00585406
2.7e+10,Capacitance,1.91695e-12
2.71e+10,Resistance,6.95868
2.71e+10,Inductance,1.08615e-08
2.71e+10,Conductance,0.00587534
2.71e+10,Capacitance,1.91695e-12
2.72e+10,Resistance,6.97221
2.72e+10,Inductance,1.08615e-08
2.72e+10,Conductance,0.00589616
2.72e+10,Capacitance,1.91695e-12
2.73e+10,Resistance,6.9875
2.73e+10,Inductance,1.08614e-08
2.73e+10,Conductance,0.00591665
2.73e+10,Capacitance,1.91695e-12
2.74e+10,Resistance,6.99667
2.74e+10,Inductance,1.08614e-08
2.74e+10,Conductance,0.00593818
2.74e+10,Capacitance,1.91695e-12
2.75e+10,Resistance,7.00713
2.75e+10,Inductance,1.08613e-08
2.75e+10,Conductance,0.00595952
2.75e+10,Capacitance,1.91695e-12
2.76e+10,Resistance,7.02494
2.76e+10,Inductance,1.08612e-08
2.76e+10,Conductance,0.00597956
2.76e+10,Capacitance,1.91695e-12
2.77e+10,Resistance,7.03137
2.77e+10,Inductance,1.08612e-08
2.77e+10,Conductance,0.00600161
2.77e+10,Capacitance,1.91695e-12
2.78e+10,Resistance,7.04898
2.78e+10,Inductance,1.08612e-08
2.78e+10,Conductance,0.00602164
2.78e+10,Capacitance,1.91695e-12
2.79e+10,Resistance,7.06062
2.79e+10,Inductance,1.08611e-08
2.79e+10,Conductance,0.00604272
2.79e+10,Capacitance,1.91695e-12
2.8e+10,Resistance,7.07338
2.8e+10,Inductance,1.08611e-08
2.8e+10,Conductance,0.00606364
2.8e+10,Capacitance,1.91695e-12
2.81e+10,Resistance,7.08593
2.81e+10,Inductance,1.0861e-08
2.81e+10,Conductance,0.00608459
2.81e+10,Capacitance,1.91695e-12
2.82e+10,Resistance,7.09961
2.82e+10,Inductance,1.0861e-08
2.82e+10,Conductance,0.00610529
2.82e+10,Capacitance,1.91695e-12
2.83e+10,Resistance,7.11067
2.83e+10,Inductance,1.08609e-08
2.83e+10,Conductance,0.00612649
2.83e+10,Capacitance,1.91695e-12
2.84e+10,Resistance,7.12328
2.84e+10,Inductance,1.08609e-08
2.84e+10,Conductance,0.00614739
2.84e+10,Capacitance,1.91695e-12
2.85e+10,Resistance,7.1364
2.85e+10,Inductance,1.08608e-08
2.85e+10,Conductance,0.00616818
2.85e+10,Capacitance,1.91695e-12
2.86e+10,Resistance,7.14995
2.86e+10,Inductance,1.08608e-08
2.86e+10,Conductance,0.00618891
2.86e+10,Capacitance,1.91695e-12
2.87e+10,Resistance,7.16246
2.87e+10,Inductance,1.08607e-08
2.87e+10,Conductance,0.00620982
2.87e+10,Capacitance,1.91695e-12
2.88e+10,Resistance,7.17306
2.88e+10,Inductance,1.08607e-08
2.88e+10,Conductance,0.00623106
2.88e+10,Capacitance,1.91695e-12
2.89e+10,Resistance,7.18745
2.89e+10,Inductance,1.08606e-08
2.89e+10,Conductance,0.00625164
2.89e+10,Capacitance,1.91695e-12
2.9e+10,Resistance,7.19778
2.9e+10,Inductance,1.08606e-08
2.9e+10,Conductance,0.00627291
2.9e+10,Capacitance,1.91695e-12
2.91e+10,Resistance,7.21279
2.91e+10,Inductance,1.08605e-08
2.91e+10,Conductance,0.00629334
2.91e+10,Capacitance,1.91695e-12
2.92e+10,Resistance,7.22377
2.92e+10,Inductance,1.08605e-08
2.92e+10,Conductance,0.0063145
2.92e+10,Capacitance,1.91695e-12
2.93e+10,Resistance,7.23459
2.93e+10,Inductance,1.08604e-08
2.93e+10,Conductance,0.00633568
2.93e+10,Capacitance,1.91695e-12
2.94e+10,Resistance,7.24735
2.94e+10,Inductance,1.08604e-08
2.94e+10,Conductance,0.0063565
2.94e+10,Capacitance,1.91695e-12
2.95e+10,Resistance,7.26063
2.95e+10,Inductance,1.08604e-08
2.95e+10,Conductance,0.00637721
2.95e+10,Capacitance,1.91695e-12
2.96e+10,Resistance,7.2726
2.96e+10,Inductance,1.08603e-08
2.96e+10,Conductance,0.00639818
2.96e+10,Capacitance,1.91695e-12
2.97e+10,Resistance,7.28456
2.97e+10,Inductance,1.08603e-08
2.97e+10,Conductance,0.00641914
2.97e+10,Capacitance,1.91695e-12
2.98e+10,Resistance,7.29701
2.98e+10,Inductance,1.08602e-08
2.98e+10,Conductance,0.00644002
2.98e+10,Capacitance,1.91695e-12
2.99e+10,Resistance,7.31006
2.99e+10,Inductance,1.08602e-08
2.99e+10,Conductance,0.00646074
2.99e+10,Capacitance,1.91695e-12
3e+10,Resistance,7.32281
3e+10,Inductance,1.08601e-08
3e+10,Conductance,0.00648157
3e+10,Capacitance,1.91695e-12
3.01e+10,Resistance,7.33299
3.01e+10,Inductance,1.08601e-08
3.01e+10,Conductance,0.00650279
3.01e+10,Capacitance,1.91695e-12
3.02e+10,Resistance,7.34451
3.02e+10,Inductance,1.08601e-08
3.02e+10,Conductance,0.0065238
3.02e+10,Capacitance,1.91695e-12
3.03e+10,Resistance,7.35985
3.03e+10,Inductance,1.086e-08
3.03e+10,Conductance,0.00654414
3.03e+10,Capacitance,1.91695e-12
3.04e+10,Resistance,7.36913
3.04e+10,Inductance,1.086e-08
3.04e+10,Conductance,0.00656552
3.04e+10,Capacitance,1.91695e-12
3.05e+10,Resistance,7.38305
3.05e+10,Inductance,1.08599e-08
3.05e+10,Conductance,0.0065861
3.05e+10,Capacitance,1.91695e-12
3.06e+10,Resistance,7.39645
3.06e+10,Inductance,1.08599e-08
3.06e+10,Conductance,0.00660676
3.06e+10,Capacitance,1.91695e-12
3.07e+10,Resistance,7.4073
3.07e+10,Inductance,1.08598e-08
3.07e+10,Conductance,0.00662785
3.07e+10,Capacitance,1.91695e-12
3.08e+10,Resistance,7.41959
3.08e+10,Inductance,1.08598e-08
3.08e+10,Conductance,0.00664867
3.08e+10,Capacitance,1.91695e-12
3.09e+10,Resistance,7.43016
3.09e+10,Inductance,1.08598e-08
3.09e+10,Conductance,0.00666981
3.09e+10,Capacitance,1.91695e-12
3.1e+10,Resistance,7.44426
3.1e+10,Inductance,1.08597e-08
3.1e+10,Conductance,0.00669033
3.1e+10,Capacitance,1.91695e-12
3.11e+10,Resistance,7.45687
3.11e+10,Inductance,1.08597e-08
3.11e+10,Conductance,0.00671115
3.11e+10,Capacitance,1.91696e-12
3.12e+10,Resistance,7.46878
3.12e+10,Inductance,1.08596e-08
3.12e+10,Conductance,0.00673198
3.12e+10,Capacitance,1.91695e-12
3.13e+10,Resistance,7.47425
3.13e+10,Inductance,1.08596e-08
3.13e+10,Conductance,0.00675403
3.13e+10,Capacitance,1.91695e-12
3.14e+10,Resistance,7.4901
3.14e+10,Inductance,1.08595e-08
3.14e+10,Conductance,0.00677422
3.14e+10,Capacitance,1.91695e-12
3.15e+10,Resistance,7.50073
3.15e+10,Inductance,1.08595e-08
3.15e+10,Conductance,0.00679532
3.15e+10,Capacitance,1.91695e-12
3.16e+10,Resistance,7.51821
3.16e+10,Inductance,1.08595e-08
3.16e+10,Conductance,0.0068152
3.16e+10,Capacitance,1.91695e-12
3.17e+10,Resistance,7.52426
3.17e+10,Inductance,1.08594e-08
3.17e+10,Conductance,0.00683711
3.17e+10,Capacitance,1.91695e-12
3.18e+10,Resistance,7.53717
3.18e+10,Inductance,1.08594e-08
3.18e+10,Conductance,0.00685779
3.18e+10,Capacitance,1.91695e-12
3.19e+10,Resistance,7.54822
3.19e+10,Inductance,1.08593e-08
3.19e+10,Conductance,0.0068788
3.19e+10,Capacitance,1.91695e-12
3.2e+10,Resistance,7.5625
3.2e+10,Inductance,1.08593e-08
3.2e+10,Conductance,0.00689924
3.2e+10,Capacitance,1.91695e-12
3.21e+10,Resistance,7.57339
3.21e+10,Inductance,1.08593e-08
3.21e+10,Conductance,0.00692028
3.21e+10,Capacitance,1.91695e-12
3.22e+10,Resistance,7.58663
3.22e+10,Inductance,1.08592e-08
3.22e+10,Conductance,0.00694089
3.22e+10,Capacitance,1.91695e-12
3.23e+10,Resistance,7.59673
3.23e+10,Inductance,1.08592e-08
3.23e+10,Conductance,0.00696204
3.23e+10,Capacitance,1.91695e-12
3.24e+10,Resistance,7.61077
3.24e+10,Inductance,1.08592e-08
3.24e+10,Conductance,0.0069825
3.24e+10,Capacitance,1.91695e-12
3.25e+10,Resistance,7.62057
3.25e+10,Inductance,1.08591e-08
3.25e+10,Conductance,0.00700372
3.25e+10,Capacitance,1.91695e-12
3.26e+10,Resistance,7.632
3.26e+10,Inductance,1.08591e-08
3.26e+10,Conductance,0.00702464
3.26e+10,Capacitance,1.91695e-12
3.27e+10,Resistance,7.64469
3.27e+10,Inductance,1.0859e-08
3.27e+10,Conductance,0.00704534
3.27e+10,Capacitance,1.91695e-12
3.28e+10,Resistance,7.65599
3.28e+10,Inductance,1.0859e-08
3.28e+10,Conductance,0.00706625
3.28e+10,Capacitance,1.91695e-12
3.29e+10,Resistance,7.66827
3.29e+10,Inductance,1.0859e-08
3.29e+10,Conductance,0.00708699
3.29e+10,Capacitance,1.91695e-12
3.3e+10,Resistance,7.68032
3.3e+10,Inductance,1.08589e-08
3.3e+10,Conductance,0.00710776
3.3e+10,Capacitance,1.91695e-12
3.31e+10,Resistance,7.69237
3.31e+10,Inductance,1.08589e-08
3.31e+10,Conductance,0.00712858
3.31e+10,Capacitance,1.91695e-12
3.32e+10,Resistance,7.70064
3.32e+10,Inductance,1.08589e-08
3.32e+10,Conductance,0.00715
3.32e+10,Capacitance,1.91695e-12
3.33e+10,Resistance,7.71505
3.33e+10,Inductance,1.08588e-08
3.33e+10,Conductance,0.00717039
3.33e+10,Capacitance,1.91695e-12
3.34e+10,Resistance,7.72656
3.34e+10,Inductance,1.08588e-08
3.34e+10,Conductance,0.00719126
3.34e+10,Capacitance,1.91695e-12
